ID,story,V_EWE,A_EWE
7685,li_claus,0.119,0.872
7686,li_claus,0.469,0.184
7687,li_claus,0.166,0.866
7688,li_claus,0.166,0.866
7689,li_claus,0.166,0.866
7690,li_claus,0.197,0.644
7691,li_claus,0.166,0.866
7692,li_claus,0.338,0.215
7693,li_claus,0.052,0.288
7694,li_claus,0.329,0.221
7695,li_claus,0.212,0.612
7696,li_claus,0.336,0.416
7697,li_claus,0.166,0.866
7698,li_claus,0.106,0.842
7699,li_claus,0.469,0.184
7700,li_claus,0.469,0.184
7701,li_claus,0.469,0.184
7702,li_claus,0.469,0.184
7703,li_claus,0.367,0.425
7704,li_claus,0.469,0.184
7705,li_claus,0.469,0.184
7706,li_claus,0.469,0.184
7707,li_claus,0.469,0.184
7708,li_claus,0.469,0.184
7709,li_claus,0.469,0.184
7710,li_claus,0.374,0.388
7711,li_claus,0.166,0.866
7712,li_claus,0.166,0.866
7713,li_claus,0.075,0.687
7714,li_claus,0.068,0.492
7715,li_claus,0.073,0.84
7716,li_claus,0.469,0.184
7717,li_claus,0.469,0.184
7718,li_claus,0.214,0.668
7719,li_claus,0.214,0.668
7720,li_claus,0.469,0.184
7721,li_claus,0.214,0.668
7722,li_claus,0.623,0.348
7723,li_claus,0.469,0.184
7724,li_claus,0.469,0.184
7725,li_claus,0.469,0.184
7726,li_claus,0.469,0.184
7727,li_claus,0.469,0.184
7728,li_claus,0.075,0.833
7729,li_claus,0.075,0.833
7730,li_claus,0.059,0.798
7731,li_claus,0.073,0.84
7732,li_claus,0.336,0.416
7733,li_claus,0.166,0.866
7734,li_claus,0.272,0.629
7735,li_claus,0.166,0.866
7736,li_claus,0.166,0.866
7737,li_claus,0.166,0.866
7738,li_claus,0.469,0.184
7739,li_claus,0.469,0.184
7740,li_claus,0.469,0.184
7741,li_claus,0.469,0.184
7742,li_claus,0.066,0.645
7743,li_claus,0.469,0.184
7744,li_claus,0.469,0.184
7745,li_claus,0.198,0.252
7746,li_claus,0.052,0.288
7747,li_claus,0.469,0.184
7748,li_claus,0.794,0.539
7749,li_claus,0.469,0.184
7750,li_claus,0.469,0.184
7751,li_claus,0.469,0.184
7752,li_claus,0.469,0.184
7753,li_claus,0.61,0.424
7754,li_claus,0.64,0.375
7755,li_claus,0.469,0.184
7756,li_claus,0.692,0.78
7757,li_claus,0.469,0.184
7758,li_claus,0.119,0.872
7759,li_claus,0.119,0.872
7760,li_claus,0.469,0.184
7761,li_claus,0.469,0.184
7762,li_claus,0.469,0.184
7763,li_claus,0.794,0.539
7764,li_claus,0.49,0.58
7765,li_claus,0.623,0.348
7766,li_claus,0.623,0.348
7767,li_claus,0.623,0.348
7768,li_claus,0.469,0.184
7769,li_claus,0.469,0.184
7770,li_claus,0.623,0.348
7771,li_claus,0.623,0.348
7772,li_claus,0.623,0.348
7773,li_claus,0.469,0.184
7774,li_claus,0.469,0.184
7775,li_claus,0.623,0.348
7776,li_claus,0.623,0.348
7777,li_claus,0.61,0.424
7778,li_claus,0.61,0.424
7779,li_claus,0.469,0.184
7780,li_claus,0.789,0.542
7781,li_claus,0.64,0.375
7782,li_claus,0.469,0.184
7783,li_claus,0.469,0.184
7784,li_claus,0.469,0.184
7785,li_claus,0.469,0.184
7786,li_claus,0.469,0.184
7787,li_claus,0.469,0.184
7788,li_claus,0.623,0.348
7789,li_claus,0.623,0.348
7790,li_claus,0.623,0.348
7791,beauty,0.469,0.184
7792,beauty,0.469,0.184
7793,beauty,0.469,0.184
7794,beauty,0.469,0.184
7795,beauty,0.469,0.184
7796,beauty,0.469,0.184
7797,beauty,0.81,0.572
7798,beauty,0.959,0.732
7799,beauty,0.618,0.344
7800,beauty,0.335,0.364
7801,beauty,0.802,0.565
7802,beauty,0.469,0.184
7803,beauty,0.469,0.184
7804,beauty,0.469,0.184
7805,beauty,0.77,0.623
7806,beauty,0.618,0.344
7807,beauty,0.469,0.184
7808,beauty,0.469,0.184
7809,beauty,0.81,0.572
7810,beauty,0.618,0.344
7811,beauty,0.469,0.184
7812,beauty,0.469,0.184
7813,beauty,0.469,0.184
7814,beauty,0.469,0.184
7815,beauty,0.378,0.383
7816,beauty,0.469,0.184
7817,beauty,0.802,0.565
7818,beauty,0.959,0.732
7819,beauty,0.959,0.732
7820,beauty,0.959,0.732
7821,beauty,0.959,0.732
7822,beauty,0.81,0.572
7823,beauty,0.81,0.572
7824,beauty,0.959,0.732
7825,beauty,0.469,0.184
7826,beauty,0.469,0.184
7827,beauty,0.469,0.184
7828,beauty,0.469,0.184
7829,beauty,0.469,0.184
7830,beauty,0.618,0.344
7831,beauty,0.469,0.184
7832,beauty,0.469,0.184
7833,beauty,0.469,0.184
7834,beauty,0.469,0.184
7835,beauty,0.469,0.184
7836,beauty,0.469,0.184
7837,beauty,0.469,0.184
7838,beauty,0.469,0.184
7839,beauty,0.469,0.184
7840,beauty,0.469,0.184
7841,beauty,0.802,0.565
7842,beauty,0.653,0.405
7843,beauty,0.959,0.732
7844,beauty,0.81,0.572
7845,beauty,0.469,0.184
7846,beauty,0.901,0.832
7847,beauty,0.621,0.463
7848,beauty,0.469,0.184
7849,beauty,0.076,0.687
7850,beauty,0.33,0.463
7851,beauty,0.469,0.184
7852,beauty,0.744,0.665
7853,beauty,0.343,0.357
7854,beauty,0.469,0.184
7855,beauty,0.469,0.184
7856,beauty,0.653,0.405
7857,beauty,0.959,0.732
7858,beauty,0.626,0.351
7859,beauty,0.775,0.511
7860,beauty,0.81,0.572
7861,beauty,0.469,0.184
7862,beauty,0.469,0.184
7863,beauty,0.469,0.184
7864,beauty,0.469,0.184
7865,beauty,0.653,0.405
7866,beauty,0.469,0.184
7867,beauty,0.469,0.184
7868,beauty,0.349,0.376
7869,beauty,0.469,0.184
7870,beauty,0.802,0.565
7871,beauty,0.81,0.572
7872,beauty,0.626,0.351
7873,beauty,0.81,0.572
7874,beauty,0.626,0.351
7875,beauty,0.469,0.184
7876,beauty,0.959,0.732
7877,beauty,0.626,0.351
7878,beauty,0.469,0.184
7879,beauty,0.469,0.184
7880,beauty,0.81,0.572
7881,beauty,0.469,0.184
7882,beauty,0.469,0.184
7883,beauty,0.179,0.454
7884,beauty,0.179,0.602
7885,beauty,0.469,0.184
7886,beauty,0.469,0.184
7887,beauty,0.469,0.184
7888,beauty,0.469,0.184
7889,beauty,0.469,0.184
7890,beauty,0.469,0.184
7891,beauty,0.343,0.357
7892,beauty,0.775,0.511
7893,beauty,0.187,0.595
7894,beauty,0.187,0.595
7895,beauty,0.187,0.595
7896,beauty,0.187,0.595
7897,beauty,0.053,0.775
7898,beauty,0.053,0.775
7899,beauty,0.053,0.775
7900,beauty,0.313,0.422
7901,beauty,0.469,0.184
7902,beauty,0.618,0.344
7903,beauty,0.469,0.184
7904,beauty,0.335,0.216
7905,beauty,0.179,0.258
7906,beauty,0.053,0.431
7907,beauty,0.179,0.258
7908,beauty,0.053,0.288
7909,beauty,0.179,0.258
7910,beauty,0.187,0.256
7911,beauty,0.053,0.627
7912,beauty,0.179,0.602
7913,beauty,0.335,0.216
7914,beauty,0.668,0.597
7915,beauty,0.81,0.572
7916,beauty,0.626,0.351
7917,beauty,0.81,0.572
7918,beauty,0.335,0.216
7919,beauty,0.246,0.564
7920,beauty,0.653,0.405
7921,li_tuk,0.469,0.183
7922,li_tuk,0.469,0.183
7923,li_tuk,0.469,0.183
7924,li_tuk,0.469,0.183
7925,li_tuk,0.469,0.183
7926,li_tuk,0.469,0.183
7927,li_tuk,0.469,0.183
7928,li_tuk,0.155,0.275
7929,li_tuk,0.312,0.229
7930,li_tuk,0.32,0.474
7931,li_tuk,0.312,0.229
7932,li_tuk,0.469,0.183
7933,li_tuk,0.621,0.485
7934,li_tuk,0.807,0.728
7935,li_tuk,0.469,0.183
7936,li_tuk,0.469,0.183
7937,li_tuk,0.469,0.183
7938,li_tuk,0.469,0.183
7939,li_tuk,0.469,0.183
7940,li_tuk,0.838,0.666
7941,li_tuk,0.908,0.812
7942,li_tuk,0.807,0.728
7943,li_tuk,0.838,0.666
7944,li_tuk,0.96,0.732
7945,li_tuk,0.377,0.267
7946,li_tuk,0.377,0.267
7947,li_tuk,0.155,0.275
7948,li_tuk,0.469,0.183
7949,li_tuk,0.469,0.183
7950,li_tuk,0.469,0.183
7951,li_tuk,0.469,0.183
7952,li_tuk,0.655,0.426
7953,li_tuk,0.838,0.666
7954,li_tuk,0.838,0.666
7955,li_tuk,0.838,0.666
7956,li_tuk,0.838,0.666
7957,li_tuk,0.652,0.423
7958,li_tuk,0.96,0.732
7959,li_tuk,0.652,0.423
7960,li_tuk,0.652,0.423
7961,li_tuk,0.469,0.183
7962,li_tuk,0.469,0.183
7963,li_tuk,0.838,0.666
7964,li_tuk,0.469,0.183
7965,li_tuk,0.469,0.183
7966,li_tuk,0.377,0.267
7967,li_tuk,0.377,0.267
7968,li_tuk,0.469,0.183
7969,li_tuk,0.469,0.183
7970,li_tuk,0.377,0.267
7971,li_tuk,0.469,0.183
7972,li_tuk,0.377,0.267
7973,li_tuk,0.377,0.267
7974,li_tuk,0.469,0.183
7975,li_tuk,0.469,0.183
7976,li_tuk,0.469,0.183
7977,li_tuk,0.652,0.423
7978,li_tuk,0.469,0.183
7979,li_tuk,0.652,0.423
7980,li_tuk,0.469,0.183
7981,li_tuk,0.655,0.426
7982,li_tuk,0.655,0.426
7983,li_tuk,0.469,0.183
7984,li_tuk,0.469,0.183
7985,li_tuk,0.469,0.183
7986,li_tuk,0.469,0.183
7987,li_tuk,0.838,0.666
7988,li_tuk,0.838,0.666
7989,li_tuk,0.96,0.732
7990,li_tuk,0.469,0.183
7991,li_tuk,0.655,0.426
7992,li_tuk,0.96,0.732
7993,li_tuk,0.96,0.732
7994,li_tuk,0.469,0.183
7995,beetle,0.469,0.184
7996,beetle,0.469,0.184
7997,beetle,0.469,0.184
7998,beetle,0.469,0.184
7999,beetle,0.469,0.184
8000,beetle,0.469,0.184
8001,beetle,0.469,0.184
8002,beetle,0.469,0.184
8003,beetle,0.469,0.184
8004,beetle,0.469,0.184
8005,beetle,0.34,0.432
8006,beetle,0.225,0.64
8007,beetle,0.469,0.184
8008,beetle,0.354,0.392
8009,beetle,0.469,0.184
8010,beetle,0.225,0.64
8011,beetle,0.225,0.64
8012,beetle,0.121,0.871
8013,beetle,0.145,0.868
8014,beetle,0.469,0.184
8015,beetle,0.145,0.868
8016,beetle,0.808,0.567
8017,beetle,0.959,0.732
8018,beetle,0.354,0.392
8019,beetle,0.066,0.805
8020,beetle,0.066,0.805
8021,beetle,0.469,0.184
8022,beetle,0.959,0.732
8023,beetle,0.959,0.732
8024,beetle,0.959,0.732
8025,beetle,0.105,0.835
8026,beetle,0.105,0.835
8027,beetle,0.105,0.835
8028,beetle,0.209,0.604
8029,beetle,0.209,0.604
8030,beetle,0.469,0.184
8031,beetle,0.354,0.392
8032,beetle,0.333,0.407
8033,beetle,0.333,0.407
8034,beetle,0.066,0.674
8035,beetle,0.469,0.184
8036,beetle,0.469,0.184
8037,beetle,0.469,0.184
8038,beetle,0.469,0.184
8039,beetle,0.26,0.66
8040,beetle,0.64,0.381
8041,beetle,0.959,0.732
8042,beetle,0.808,0.567
8043,beetle,0.808,0.567
8044,beetle,0.959,0.732
8045,beetle,0.959,0.732
8046,beetle,0.808,0.567
8047,beetle,0.469,0.184
8048,beetle,0.326,0.22
8049,beetle,0.181,0.432
8050,beetle,0.469,0.184
8051,beetle,0.365,0.415
8052,beetle,0.469,0.184
8053,beetle,0.469,0.184
8054,beetle,0.469,0.184
8055,beetle,0.959,0.732
8056,beetle,0.808,0.567
8057,beetle,0.959,0.732
8058,beetle,0.808,0.567
8059,beetle,0.808,0.567
8060,beetle,0.959,0.732
8061,beetle,0.469,0.184
8062,beetle,0.808,0.567
8063,beetle,0.808,0.567
8064,beetle,0.808,0.567
8065,beetle,0.324,0.396
8066,beetle,0.469,0.184
8067,beetle,0.354,0.392
8068,beetle,0.808,0.567
8069,beetle,0.637,0.37
8070,beetle,0.791,0.546
8071,beetle,0.959,0.732
8072,beetle,0.469,0.184
8073,beetle,0.469,0.184
8074,beetle,0.469,0.184
8075,beetle,0.469,0.184
8076,beetle,0.469,0.184
8077,beetle,0.93,0.783
8078,beetle,0.365,0.415
8079,beetle,0.637,0.37
8080,beetle,0.959,0.732
8081,beetle,0.808,0.567
8082,beetle,0.469,0.184
8083,beetle,0.365,0.415
8084,beetle,0.469,0.184
8085,beetle,0.354,0.392
8086,beetle,0.066,0.805
8087,beetle,0.105,0.835
8088,beetle,0.209,0.604
8089,beetle,0.127,0.832
8090,beetle,0.469,0.184
8091,beetle,0.469,0.184
8092,beetle,0.333,0.407
8093,beetle,0.469,0.184
8094,beetle,0.469,0.184
8095,beetle,0.469,0.184
8096,beetle,0.469,0.184
8097,beetle,0.22,0.627
8098,beetle,0.469,0.184
8099,beetle,0.637,0.37
8100,beetle,0.469,0.184
8101,beetle,0.469,0.184
8102,beetle,0.808,0.567
8103,beetle,0.959,0.732
8104,beetle,0.959,0.732
8105,beetle,0.959,0.732
8106,beetle,0.637,0.37
8107,beetle,0.788,0.535
8108,beetle,0.959,0.732
8109,beetle,0.089,0.863
8110,beetle,0.218,0.615
8111,beetle,0.218,0.615
8112,beetle,0.08,0.851
8113,beetle,0.354,0.392
8114,beetle,0.218,0.615
8115,beetle,0.354,0.392
8116,beetle,0.089,0.863
8117,beetle,0.218,0.615
8118,beetle,0.218,0.615
8119,beetle,0.218,0.615
8120,beetle,0.08,0.851
8121,beetle,0.469,0.184
8122,beetle,0.959,0.732
8123,beetle,0.637,0.37
8124,beetle,0.127,0.832
8125,beetle,0.354,0.392
8126,beetle,0.105,0.835
8127,beetle,0.105,0.835
8128,beetle,0.105,0.835
8129,beetle,0.127,0.832
8130,beetle,0.105,0.835
8131,beetle,0.105,0.66
8132,beetle,0.105,0.835
8133,beetle,0.066,0.465
8134,beetle,0.052,0.288
8135,beetle,0.469,0.184
8136,beetle,0.469,0.184
8137,beetle,0.469,0.184
8138,beetle,0.34,0.432
8139,beetle,0.469,0.184
8140,beetle,0.469,0.184
8141,beetle,0.808,0.567
8142,beetle,0.959,0.732
8143,beetle,0.933,0.775
8144,beetle,0.469,0.184
8145,beetle,0.808,0.567
8146,beetle,0.469,0.184
8147,beetle,0.469,0.184
8148,beetle,0.469,0.184
8149,beetle,0.525,0.589
8150,beetle,0.693,0.775
8151,beetle,0.808,0.567
8152,beetle,0.808,0.567
8153,beetle,0.808,0.567
8154,snow_man,0.856,0.639
8155,snow_man,0.856,0.639
8156,snow_man,0.207,0.754
8157,snow_man,0.469,0.184
8158,snow_man,0.34,0.515
8159,snow_man,0.469,0.184
8160,snow_man,0.469,0.184
8161,snow_man,0.785,0.542
8162,snow_man,0.469,0.184
8163,snow_man,0.469,0.184
8164,snow_man,0.645,0.373
8165,snow_man,0.29,0.234
8166,snow_man,0.141,0.27
8167,snow_man,0.469,0.184
8168,snow_man,0.469,0.184
8169,snow_man,0.469,0.184
8170,snow_man,0.29,0.234
8171,snow_man,0.29,0.234
8172,snow_man,0.29,0.234
8173,snow_man,0.469,0.184
8174,snow_man,0.469,0.184
8175,snow_man,0.469,0.184
8176,snow_man,0.141,0.675
8177,snow_man,0.32,0.388
8178,snow_man,0.469,0.184
8179,snow_man,0.469,0.184
8180,snow_man,0.206,0.582
8181,snow_man,0.148,0.698
8182,snow_man,0.469,0.184
8183,snow_man,0.469,0.184
8184,snow_man,0.469,0.184
8185,snow_man,0.856,0.639
8186,snow_man,0.856,0.639
8187,snow_man,0.856,0.639
8188,snow_man,0.856,0.639
8189,snow_man,0.856,0.639
8190,snow_man,0.856,0.639
8191,snow_man,0.961,0.731
8192,snow_man,0.68,0.45
8193,snow_man,0.961,0.731
8194,snow_man,0.469,0.184
8195,snow_man,0.469,0.184
8196,snow_man,0.469,0.184
8197,snow_man,0.469,0.184
8198,snow_man,0.469,0.184
8199,snow_man,0.469,0.184
8200,snow_man,0.469,0.184
8201,snow_man,0.469,0.184
8202,snow_man,0.469,0.184
8203,snow_man,0.32,0.388
8204,snow_man,0.141,0.675
8205,snow_man,0.141,0.675
8206,snow_man,0.32,0.388
8207,snow_man,0.29,0.234
8208,snow_man,0.29,0.234
8209,snow_man,0.574,0.276
8210,snow_man,0.29,0.234
8211,snow_man,0.29,0.234
8212,snow_man,0.201,0.252
8213,snow_man,0.201,0.252
8214,snow_man,0.29,0.234
8215,snow_man,0.29,0.234
8216,snow_man,0.29,0.234
8217,snow_man,0.29,0.234
8218,snow_man,0.29,0.234
8219,snow_man,0.29,0.234
8220,snow_man,0.469,0.184
8221,snow_man,0.469,0.184
8222,snow_man,0.469,0.184
8223,snow_man,0.469,0.184
8224,snow_man,0.469,0.184
8225,snow_man,0.336,0.423
8226,snow_man,0.469,0.184
8227,snow_man,0.469,0.184
8228,snow_man,0.469,0.184
8229,snow_man,0.29,0.234
8230,snow_man,0.141,0.27
8231,snow_man,0.469,0.184
8232,snow_man,0.141,0.27
8233,snow_man,0.29,0.234
8234,snow_man,0.29,0.234
8235,snow_man,0.141,0.27
8236,snow_man,0.141,0.27
8237,snow_man,0.469,0.184
8238,snow_man,0.469,0.184
8239,snow_man,0.336,0.423
8240,snow_man,0.469,0.184
8241,snow_man,0.469,0.184
8242,snow_man,0.614,0.423
8243,snow_man,0.469,0.184
8244,snow_man,0.469,0.184
8245,snow_man,0.469,0.184
8246,snow_man,0.469,0.184
8247,snow_man,0.469,0.184
8248,snow_man,0.201,0.252
8249,snow_man,0.785,0.542
8250,snow_man,0.469,0.184
8251,snow_man,0.469,0.184
8252,snow_man,0.29,0.234
8253,snow_man,0.469,0.184
8254,snow_man,0.093,0.487
8255,snow_man,0.29,0.234
8256,snow_man,0.29,0.234
8257,snow_man,0.469,0.184
8258,snow_man,0.29,0.234
8259,snow_man,0.29,0.234
8260,snow_man,0.29,0.234
8261,snow_man,0.469,0.184
8262,snow_man,0.469,0.184
8263,snow_man,0.614,0.423
8264,snow_man,0.614,0.423
8265,snow_man,0.29,0.234
8266,snow_man,0.29,0.234
8267,snow_man,0.469,0.184
8268,snow_man,0.29,0.234
8269,snow_man,0.856,0.639
8270,snow_man,0.856,0.639
8271,snow_man,0.856,0.639
8272,snow_man,0.469,0.184
8273,tin_sold,0.469,0.184
8274,tin_sold,0.469,0.184
8275,tin_sold,0.959,0.733
8276,tin_sold,0.799,0.545
8277,tin_sold,0.469,0.184
8278,tin_sold,0.469,0.184
8279,tin_sold,0.469,0.184
8280,tin_sold,0.469,0.184
8281,tin_sold,0.469,0.184
8282,tin_sold,0.785,0.608
8283,tin_sold,0.469,0.184
8284,tin_sold,0.625,0.42
8285,tin_sold,0.19,0.456
8286,tin_sold,0.61,0.358
8287,tin_sold,0.469,0.184
8288,tin_sold,0.469,0.184
8289,tin_sold,0.469,0.184
8290,tin_sold,0.326,0.42
8291,tin_sold,0.766,0.594
8292,tin_sold,0.766,0.594
8293,tin_sold,0.469,0.184
8294,tin_sold,0.469,0.184
8295,tin_sold,0.469,0.184
8296,tin_sold,0.218,0.639
8297,tin_sold,0.218,0.639
8298,tin_sold,0.469,0.184
8299,tin_sold,0.12,0.872
8300,tin_sold,0.326,0.42
8301,tin_sold,0.089,0.864
8302,tin_sold,0.089,0.864
8303,tin_sold,0.218,0.639
8304,tin_sold,0.218,0.639
8305,tin_sold,0.218,0.639
8306,tin_sold,0.314,0.864
8307,tin_sold,0.197,0.645
8308,tin_sold,0.338,0.819
8309,tin_sold,0.314,0.864
8310,tin_sold,0.197,0.645
8311,tin_sold,0.197,0.645
8312,tin_sold,0.197,0.645
8313,tin_sold,0.228,0.653
8314,tin_sold,0.19,0.456
8315,tin_sold,0.089,0.864
8316,tin_sold,0.228,0.653
8317,tin_sold,0.197,0.645
8318,tin_sold,0.197,0.645
8319,tin_sold,0.12,0.872
8320,tin_sold,0.197,0.645
8321,tin_sold,0.326,0.42
8322,tin_sold,0.089,0.864
8323,tin_sold,0.089,0.864
8324,tin_sold,0.089,0.864
8325,tin_sold,0.089,0.864
8326,tin_sold,0.089,0.864
8327,tin_sold,0.082,0.675
8328,tin_sold,0.082,0.675
8329,tin_sold,0.089,0.864
8330,tin_sold,0.089,0.864
8331,tin_sold,0.089,0.864
8332,tin_sold,0.326,0.42
8333,tin_sold,0.625,0.42
8334,tin_sold,0.658,0.371
8335,tin_sold,0.658,0.371
8336,tin_sold,0.326,0.42
8337,tin_sold,0.746,0.591
8338,tin_sold,0.959,0.733
8339,tin_sold,0.799,0.545
8340,tin_sold,0.197,0.645
8341,tin_sold,0.326,0.42
8342,tin_sold,0.197,0.645
8343,tin_sold,0.173,0.255
8344,tin_sold,0.173,0.255
8345,tin_sold,0.309,0.219
8346,tin_sold,0.082,0.675
8347,tin_sold,0.606,0.675
8348,tin_sold,0.19,0.456
8349,drop_wat,0.469,0.184
8350,drop_wat,0.469,0.184
8351,drop_wat,0.469,0.184
8352,drop_wat,0.469,0.184
8353,drop_wat,0.221,0.601
8354,drop_wat,0.221,0.601
8355,drop_wat,0.469,0.184
8356,drop_wat,0.469,0.184
8357,drop_wat,0.469,0.184
8358,drop_wat,0.325,0.378
8359,drop_wat,0.23,0.611
8360,drop_wat,0.113,0.833
8361,drop_wat,0.113,0.833
8362,drop_wat,0.334,0.388
8363,drop_wat,0.334,0.388
8364,drop_wat,0.647,0.346
8365,drop_wat,0.701,0.795
8366,drop_wat,0.701,0.795
8367,drop_wat,0.805,0.572
8368,drop_wat,0.647,0.346
8369,drop_wat,0.647,0.346
8370,drop_wat,0.492,0.614
8371,drop_wat,0.113,0.833
8372,drop_wat,0.113,0.833
8373,drop_wat,0.113,0.833
8374,drop_wat,0.388,0.837
8375,drop_wat,0.139,0.83
8376,drop_wat,0.139,0.83
8377,drop_wat,0.36,0.385
8378,drop_wat,0.285,0.642
8379,drop_wat,0.139,0.83
8380,drop_wat,0.318,0.215
8381,drop_wat,0.07,0.664
8382,drop_wat,0.297,0.648
8383,drop_wat,0.318,0.215
8384,drop_wat,0.318,0.215
8385,drop_wat,0.318,0.215
8386,drop_wat,0.476,0.441
8387,drop_wat,0.476,0.441
8388,drop_wat,0.774,0.614
8389,friendsh,0.468,0.184
8390,friendsh,0.468,0.184
8391,friendsh,0.468,0.184
8392,friendsh,0.468,0.184
8393,friendsh,0.319,0.223
8394,friendsh,0.468,0.184
8395,friendsh,0.468,0.184
8396,friendsh,0.468,0.184
8397,friendsh,0.645,0.39
8398,friendsh,0.468,0.184
8399,friendsh,0.811,0.591
8400,friendsh,0.634,0.385
8401,friendsh,0.634,0.385
8402,friendsh,0.319,0.223
8403,friendsh,0.36,0.44
8404,friendsh,0.082,0.654
8405,friendsh,0.193,0.25
8406,friendsh,0.167,0.865
8407,friendsh,0.193,0.25
8408,friendsh,0.468,0.184
8409,friendsh,0.468,0.184
8410,friendsh,0.468,0.184
8411,friendsh,0.468,0.184
8412,friendsh,0.319,0.223
8413,friendsh,0.319,0.223
8414,friendsh,0.468,0.184
8415,friendsh,0.468,0.184
8416,friendsh,0.645,0.39
8417,friendsh,0.468,0.184
8418,friendsh,0.468,0.184
8419,friendsh,0.468,0.184
8420,friendsh,0.795,0.531
8421,friendsh,0.645,0.39
8422,friendsh,0.342,0.211
8423,friendsh,0.468,0.184
8424,friendsh,0.356,0.362
8425,friendsh,0.468,0.184
8426,friendsh,0.468,0.184
8427,friendsh,0.468,0.184
8428,friendsh,0.468,0.184
8429,friendsh,0.468,0.184
8430,friendsh,0.468,0.184
8431,friendsh,0.645,0.39
8432,friendsh,0.645,0.39
8433,friendsh,0.214,0.608
8434,friendsh,0.468,0.184
8435,friendsh,0.468,0.184
8436,friendsh,0.231,0.615
8437,friendsh,0.468,0.184
8438,friendsh,0.468,0.184
8439,friendsh,0.201,0.683
8440,friendsh,0.201,0.683
8441,friendsh,0.201,0.683
8442,friendsh,0.082,0.654
8443,friendsh,0.053,0.288
8444,friendsh,0.217,0.464
8445,friendsh,0.342,0.211
8446,friendsh,0.193,0.25
8447,friendsh,0.468,0.184
8448,friendsh,0.202,0.249
8449,friendsh,0.519,0.417
8450,friendsh,0.645,0.39
8451,friendsh,0.468,0.184
8452,friendsh,0.468,0.184
8453,friendsh,0.645,0.39
8454,friendsh,0.645,0.39
8455,friendsh,0.961,0.732
8456,friendsh,0.468,0.184
8457,friendsh,0.811,0.591
8458,friendsh,0.634,0.385
8459,friendsh,0.634,0.385
8460,friendsh,0.811,0.591
8461,friendsh,0.811,0.591
8462,friendsh,0.811,0.591
8463,friendsh,0.811,0.591
8464,friendsh,0.811,0.591
8465,friendsh,0.089,0.861
8466,friendsh,0.343,0.437
8467,friendsh,0.468,0.184
8468,friendsh,0.468,0.184
8469,friendsh,0.811,0.591
8470,friendsh,0.468,0.184
8471,friendsh,0.468,0.184
8472,friendsh,0.645,0.39
8473,friendsh,0.319,0.223
8474,friendsh,0.468,0.184
8475,friendsh,0.468,0.184
8476,friendsh,0.645,0.39
8477,friendsh,0.961,0.732
8478,friendsh,0.795,0.531
8479,friendsh,0.645,0.39
8480,friendsh,0.645,0.39
8481,friendsh,0.645,0.39
8482,friendsh,0.645,0.39
8483,friendsh,0.468,0.184
8484,friendsh,0.468,0.184
8485,friendsh,0.468,0.184
8486,friendsh,0.645,0.39
8487,friendsh,0.468,0.184
8488,friendsh,0.906,0.821
8489,friendsh,0.932,0.784
8490,friendsh,0.811,0.591
8491,friendsh,0.634,0.385
8492,friendsh,0.811,0.591
8493,friendsh,0.811,0.591
8494,friendsh,0.811,0.591
8495,friendsh,0.468,0.184
8496,friendsh,0.468,0.184
8497,friendsh,0.468,0.184
8498,friendsh,0.645,0.39
8499,friendsh,0.468,0.184
8500,friendsh,0.468,0.184
8501,friendsh,0.468,0.184
8502,friendsh,0.468,0.184
8503,friendsh,0.468,0.184
8504,friendsh,0.795,0.531
8505,friendsh,0.795,0.531
8506,friendsh,0.618,0.325
8507,friendsh,0.618,0.325
8508,friendsh,0.618,0.325
8509,friendsh,0.618,0.325
8510,friendsh,0.961,0.732
8511,friendsh,0.795,0.531
8512,friendsh,0.795,0.531
8513,friendsh,0.811,0.591
8514,friendsh,0.961,0.732
8515,friendsh,0.618,0.325
8516,friendsh,0.634,0.385
8517,friendsh,0.468,0.184
8518,friendsh,0.645,0.39
8519,friendsh,0.468,0.184
8520,friendsh,0.795,0.531
8521,friendsh,0.468,0.184
8522,friendsh,0.618,0.325
8523,friendsh,0.468,0.184
8524,friendsh,0.067,0.439
8525,friendsh,0.067,0.439
8526,friendsh,0.208,0.391
8527,friendsh,0.328,0.222
8528,friendsh,0.328,0.222
8529,friendsh,0.328,0.222
8530,friendsh,0.179,0.261
8531,friendsh,0.179,0.261
8532,friendsh,0.468,0.184
8533,friendsh,0.468,0.184
8534,friendsh,0.342,0.211
8535,friendsh,0.468,0.184
8536,friendsh,0.468,0.184
8537,friendsh,0.053,0.288
8538,friendsh,0.053,0.288
8539,friendsh,0.053,0.288
8540,friendsh,0.053,0.288
8541,friendsh,0.202,0.249
8542,friendsh,0.468,0.184
8543,friendsh,0.932,0.784
8544,friendsh,0.782,0.643
8545,friendsh,0.782,0.643
8546,friendsh,0.605,0.437
8547,friendsh,0.193,0.25
8548,friendsh,0.342,0.211
8549,friendsh,0.795,0.531
8550,dullard,0.469,0.184
8551,dullard,0.469,0.184
8552,dullard,0.469,0.184
8553,dullard,0.469,0.184
8554,dullard,0.469,0.184
8555,dullard,0.469,0.184
8556,dullard,0.81,0.564
8557,dullard,0.646,0.397
8558,dullard,0.469,0.184
8559,dullard,0.469,0.184
8560,dullard,0.469,0.184
8561,dullard,0.469,0.184
8562,dullard,0.469,0.184
8563,dullard,0.469,0.184
8564,dullard,0.74,0.665
8565,dullard,0.469,0.184
